range,content,summary,similarity
"[18103, 18104, 18105, 18106, 18107, 18108, 18109, 18110, 18111, 18112, 18113, 18114, 18115, 18116, 18117, 18118, 18119, 18120, 18121, 18122, 18123, 18124, 18125, 18126, 18127, 18128, 18129, 18130, 18131, 18132, 18133, 18134, 18135, 18136, 18137, 18138, 18139, 18140, 18141, 18142, 18143, 18144, 18145, 18146, 18147, 18148, 18149, 18150, 18151, 18152, 18153, 18154, 18155, 18156, 18157, 18158, 18159, 18160, 18161, 18162, 18163, 18164, 18165, 18166]","DAR AL-HIKMAN: school of religious translation or interpretation. DARK THINGS: idiomatic for the infectious superstitions taught by the Missionaria Protectiva to susceptible civilizations. DEATH TRIPOD: originally; the tripod upon which desert executioners hanged their victims. By usage: the three members of a Cherem sworn to the same revenge. DERCH: right turn; a worm steersman's call. DEW COLLECTORS or DEW PRECIPITATORS: not to be confused with dew gatherers. Collectors or precipitators are egg-shaped devices about four centimeters on the long axis. They are made of chromoplastic that turns a reflecting white when subjected to light, and reverts to transparency in darkness. The collector forms a markedly cold surface upon which dawn dew will precipitate. They are used by Fremen to line concave planting depressions where they provide a small but reliable source of water. DEW GATHERERS: workers who reap dew from the plants of Arrakis, using a scythelike dew reaper. DEMIBROTHERS: sons of concubines in the same household and certified as having the same father. DICTUM FAMILIA: that rule of the Great Convention which prohibits the slaying of a royal person or member of a Great House by informal treachery. The rule sets up the formal outline and limits the means of assassination. DISTRANS: a device for producing a temporary neural imprint on the nervous system of Chiroptera or birds. The creature's normal cry then carries the message imprint which can be sorted from that carrier wave by another distrans. DRUM SAND: impaction of sand in such away that any sudden blow against its surface produces a distinct drum sound. DOORSEAL: a portable plastic hermetic seal used for moisture security in Fremen overday cave camps. DUMP BOXES: the general term for any cargo container of irregular shape and equipped with ablation surfaces and suspensor damping system. They are used to dump material from space onto a planet's surface. DUNE MEN: idiomatic for open sand workers, spice hunters and the like on Arrakis. Sandworkers. Spiceworkers. DUST CHASM: any deep crevasse or depression on the desert of Arrakis that has been filled with dust not apparently different from the surrounding surface; a deadly trap because human or animal will sink in it and smother. (See Tidal Dust Basin.) ECAZ: fourth planet of Alpha Centauri B; the sculptors' paradise, so called because it is the home of fogwood, the plant growth capable of being shaped in situ solely by the power of human thought. EGO-LIKENESS: portraiture reproduced through a shigawire projector that is capable of reproducing subtle movements said to convey the ego essence. ELACCA DRUG: narcotic formed by burning blood-grained elacca wood of Ecas. Its effect is to remove most of the will to self-preservation. Druggee skin shows a characteristic carrot color. Commonly used to prepare slave gladiators for the ring. EL-SAYAL: the ""rain of sand."" A fall of dust which has been carried to medium altitude (around 2,000 meters) by a coriolis storm. El-sayals frequently bring moisture to ground level. ERG: an extensive dune area, a sea of sand. FAI: the water tribute, chief specie of tax on Arrakis. FANMETAL: metal formed by the growing of jasmium crystals in duraluminum; noted for extreme tensile strength in relationship to weight. Name derives from its common use in collapsible structures that are opened by ""fanning"" them out. FAUFRELUCHES; the rigid rule of class distinction enforced by the Imperium. ""A place for every man and every man in his place."" FEDAYKIN: Fremen death commandos; historically: a group formed and pledged to give their lives to right a wrong. FILMBOOK: any shigawire imprint used in training and carrying a mnemonic pulse. FILT-PLUG: a nose filter unit worn with a stillsuit to capture moisture from the exhaled breath. FIQH: knowledge, religious law; one of the half-legendary origins of the Zensunni Wanderers' religion. FIRE, PILLAR OF: a simple pyrocket for signaling across the open desert. FIRST MOON: the major satellite of Arrakis, first to rise in the night; notable for a distinct human fist pattern on its surface. FREE TRADERS: idiomatic for smugglers. FREMEN: the free tribes of Arrakis, dwellers in the desert, remnants of the Zensunni Wanderers. (""Sand Pirates"" according to the Imperial Dictionary.) FREMKIT: desert survival kit of Fremen manufacture. FRIGATE: largest spaceship that can be grounded on a planet and taken off in one piece. GALACH: official language of the Imperium. Hybrid Inglo-Slavic with strong traces of cultural-specialization terms adopted during the long chain of human migrations. GAMONT: third planet of Niushe; noted for its hedonistic culture and exotic sexual practices. GARE: butte. GATHERING: distinguished from Council Gathering. It is a formal convocation of Fremen leaders to witness a combat that determines tribal leadership. (A Council Gathering is an assembly to arrive at decisions involving all the tribes.) GEYRAT: straight ahead; a worm steersman's call. GHAFLA: giving oneself up to gadfly distractions. Thus: a changeable person, one not to be trusted. GHANIMA: something acquired in battle or single combat. Commonly, a memento of combat kept only to stir the memory. GIEDI PRIME: the planet of Ophiuchi B (36), homeworld of House Harkonnen.","DUNE, BOOK ONE OF THE DUNE CHRONICLES",0.32068518
"[9414, 9415]","A twisting burrow-mound of sand cut through the dunes within their field of vision. The mound lifted in front, dusting away like a bow wave in water.",Method and apparatus for detecting and locating buried objects using ground penetrating radar (GPR),0.31981182
"[10208, 10209, 10210, 10211, 10212, 10213, 10214, 10215, 10216, 10217, 10218]","His trained eyes saw her readiness for battle, the waiting whipsnap of her muscles. ""It would be regrettable should we have to destroy you out of hand,"" the voice above them said. That's the one who spoke to us first, Jessica thought. There are at least two of them--one to our right and one on our left. ""Cignoro hrobosa sukares hin mange la pchagavas doi me kamavas na beslas lele pal hrobas!"" It was the man to their right calling out across the basin. To Paul, the words were gibberish, but out of her Bene Gesserit training, Jessica recognized the speech. It was Chakobsa, one of the ancient hunting languages, and the man above them was saying that perhaps these were the strangers they sought. In the sudden silence that followed the calling voice, the hoop-wheel face of the second moon--faintly ivory blue--rolled over the rocks across the basin, bright and peering. Scrambling sounds came from the rocks--above and to both sides . . . dark motions in the moonlight. Many figures flowed through the shadows.",Dune: The Sisterhood of Dune,0.31817102
"[12786, 12787]","For Paul, she knew, she should take that spout and drink of the sack's contents, but as she bent to the proffered spout, her senses told her its peril. The stuff in the sack had a bitter smell subtly akin to many poisons that she knew, but unlike them, too.",Method and apparatus for detecting a poisonous substance in a beverage,0.3180417
"[15188, 15189]","""It's the way,"" he muttered. ""It's the way to kill offworld strangers found in the desert and take their water as a gift from Shai-hulud,"" Paul said.",Method and apparatus for locating an offworlder in the desert of Arrakis,0.3168849
"[16502, 16503, 16504, 16505]","He snapped his fingers and a door opened at his left behind the throne. Through the door came two Sardaukar herding a girl-child who appeared to be about four years old. She wore a black aba, the hood thrown back to reveal the attachments of a stillsuit hanging free at her throat. Her eyes were Fremen blue, staring out of a soft, round face.",Dune: House Atreides (Dune: House Atreides Book 1),0.31631136
"[7911, 7912, 7913, 7914, 7915]","""If it is the Lisan al-Gaib you serve, as you have said it, why raise mourning cries? The memory of one who died in this fashion will live as long as the memory of man endures."" But Hawat's men advanced, angry looks on their faces. One had captured a lasgun. He started to draw it.",Battle of Alamut: A novel of the Thousand and One Nights (The Thousand and One Nights Book 1),0.3155029
"[11877, 11878, 11879, 11880]","Storms, sand-static, and all that, you know. Navigation markers are knocked out faster than they can be installed."" ""We'll discuss various types of static another time,"" the Count said. Ah-h-h-h, the Baron thought.",Systems and methods for navigating a vehicle in an adverse environment,0.31543076
"[702, 703, 704, 705, 706, 707, 708, 709, 710, 711, 712]","Great store is set on Imperial Conditioning. It's assumed that ultimate conditioning cannot be removed without killing the subject. However, as someone once observed, given the right lever you can move a planet. We found the lever that moved the doctor."" ""How?"" Feyd-Rautha asked. He found this a fascinating subject. Everyone knew you couldn't subvert Imperial Conditioning! ""Another time,"" the Baron said. ""Continue, Piter."" ""In place of Yueh,"" Piter said, ""we'll drag a most interesting suspect across Hawat's path. The very audacity of this suspect will recommend her to Hawat's attention.""",Apparatus and method for imperial conditioning,0.31458625
"[16365, 16366, 16367, 16368, 16369, 16370]","""The plan would go ahead without me. We must wait for the --"" ""I'm getting a message, Muad'Dib,"" said the signalman at the communications equipment. The man shook his head, pressed a receiver phone against his ear. ""Much static!"" He began scribbling on a pad in front of him, shaking his head waiting, writing . . . waiting.",Method and apparatus for communication with an alien life form,0.3130957
"[1739, 1740, 1741]","She moved in a slow turn, looking up and around at shadowed carvings, crannies and deeply recessed windows. This giant anachronism of a room reminded her of the Sisters' Hall at her Bene Gesserit school. But at the school the effect had been of warmth.",The Sisterhood of Dune (Dune: The Sisterhood of Dune Book 1),0.31272584
"[13392, 13393, 13394, 13395, 13396, 13397, 13398, 13399, 13400]","When we withdraw the antidote, death will sheathe him."" ""In a way, it's like the arena,"" Feyd-Rautha said. ""Feints within feints within feints. You watch to see which way the gladiator leans, which way he looks, how he holds his knife."" He nodded to himself, seeing that these words pleased his uncle, but thinking: Yes! Like the arena! And the cutting edge is the mind! ""Now you see how you need me,"" the Baron said. ""I'm yet of use, Feyd."" A sword to be wielded until he's too blunt for use, Feyd-Rautha thought.",House Harkonnen feyd-rautha,0.3126886
"[7150, 7151, 7152]","In the desert, you must travel by night and rest in shade through the day."" Remembered lore insinuated itself into Jessica's mind: Without a stillsuit, a man sitting in shade on the desert needs five liters of water a day to maintain body weight. She felt the slick-soft skin of the stillsuit against her body, thinking how their lives depended on these garments.",Stillsuits for use in a hostile environment,0.30840513
"[17710, 17711, 17712, 17713, 17714, 17715, 17716, 17717, 17718, 17719, 17720, 17721, 17722, 17723, 17724, 17725, 17726, 17727, 17728, 17729]","The mutated poverty grasses were planted first along the downwind (slipface) of the chosen dunes that stood across the path of the prevailing westerlies. With the downwind face anchored, the windward face grew higher and higher and the grass was moved to keep pace. Giant sifs (long dunes with sinuous crest) of more than 1,500 meters height were produced this way. When barrier dunes reached sufficient height, the windward faces were planted with tougher sword grasses. Each structure on a base about six times as thick as its height was anchored -- ""fixed."" Now, they came in with deeper plantings -- ephemerals (chenopods, pigweeds, and amaranth to begin), then scotch broom, low lupine, vine eucalyptus (the type adapted for Caladan's northern reaches), dwarf tamarisk, shore pine -- then the true desert growths: candelilla, saguaro, and bis-naga, the barrel cactus. Where it would grow, they introduced camel sage, onion grass, gobi feather grass, wild alfalfa, burrow bush, sand verbena, evening primrose, incense bush, smoke tree, creosote bush. They turned then to the necessary animal life -- burrowing creatures to open the soil and aerate it: kit fox, kangaroo mouse, desert hare, sand terrapin . . . and the predators to keep them in check: desert hawk, dwarf owl, eagle and desert owl; and insects to fill the niches these couldn't reach: scorpion, centipede, trapdoor spider, the biting wasp and the wormfly . . . and the desert bat to keep watch on these. Now came the crucial test: date palms, cotton, melons, coffee, medicinals -- more than 200 selected food plant types to test and adapt. ""The thing the ecologically illiterate don't realize about an ecosystem,"" Kynes said, ""is that it's a system. A system! A system maintains a certain fluid stability that can be destroyed by a misstep in just one niche. A system has order, a flowing from point to point. If something dams that flow, order collapses. The untrained might miss that collapse until it was too late. That's why the highest function of ecology is the understanding of consequences."" Had they achieved a system? Kynes and his people watched and waited. The Fremen now knew what he meant by an open-end prediction to five hundred years. A report came up from the palmaries: At the desert edge of the plantings, the sand plankton is being poisoned through interaction with the new forms of life.","Method and apparatus for terraforming a planet or other body and, more specifically, a method and apparatus for terraforming a planet or other body using giant sifs",0.30838445
